REGIÓN;SERVICIO;ITEM;CÓD BIP;NOMBRE INICIATIVA DE INVERSIÓN;ETAPA MIDESO;NUEVO/ ARRASTRE;MONTO 2015;MONTO 2016;MONTO 2017;MONTO 2018;SALDO
Valparaíso;Vialidad;PROYECTOS;30073701-0;REPOSICIÓN PUENTE LA DRAGA EN CAMINO LAS DICHAS - MIRASOL;EJECUCION;A   ;50.000;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30073701-0;REPOSICIÓN PUENTE LA DRAGA EN CAMINO LAS DICHAS - MIRASOL;EJECUCION;N   ;500;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30075220-0;REPOSICIÓN RUTA 60 CH, SECTORES: LOS QUILOS, GUARDIA VIEJA Y PORTILLO;EJECUCION;A   ;601;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30080514-0;MEJORAMIENTO RUTA F-216 SECTOR: VALLE ALEGRE - CRUCE RUTA F-30-E, COMUNA DE QUINTEROS;DISEÑO;A   ;34.550;19.510;0;0;0
Valparaíso;Vialidad;PROYECTOS;30081101-0;MEJORAMIENTO DE LA CONECTIVIDAD DE LA ZONA PETORCA-CABILDO, V REGION;PREFACTIBILIDAD;A   ;92.028;61.806;0;0;0
Valparaíso;Vialidad;PROYECTOS;30081471-0;REPOSICION RUTA F-560 SECTOR: LIMITE URBANO - RUTA F-50, VILLA ALEMANA;EJECUCION;A   ;920.566;392.480;0;0;0
Valparaíso;Vialidad;PROYECTOS;30081531-0;MEJORAMIENTO CIRCUITO VIAL RUTA F-360 COLMO - F-366 LO ROJAS;DISEÑO;A   ;72.819;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30081563-0;MEJORAMIENTO RUTA F-10-G SECTOR LIMITE REGIONAL - LO CHAPARRO, COMUNA DE OLMUÉ;EJECUCION;N   ;2;2.240.000;720.000;0;0
Valparaíso;Vialidad;PROYECTOS;30091179-0;CONSTRUCCION SALIDAS EMERGENCIAS TUNEL CRISTO REDENTOR Y CARACOLES;DISEÑO;A   ;540;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30093219-0;CONSTRUCCION ACCESO NORTE A VALPARAISO POR CABRITERIA .;PREFACTIBILIDAD;A   ;39.918;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30093221-0;MEJORAMIENTO Y HABILITACION RUTA 60 CH (LA POLVORA) SECTOR CRUCE 68 - ACCESO PUERTO;DISEÑO;N   ;1;217.467;235.400;0;0
Valparaíso;Vialidad;PROYECTOS;30098775-0;MEJORAMIENTO RUTA F-74-G, SECTOR CUESTA IBACACHE - CASABLANCA, COMUNA CASABLANCA;EJECUCION;N   ;2;4.300.000;5.300.000;0;0
Valparaíso;Vialidad;PROYECTOS;30101666-0;CONSERVACION Y OPERACION TUNELES CRISTO REDENTOR Y CARACOLES;EJECUCION;A   ;107.000;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30102080-0;CONSERVACION RED VIAL REGION DE VALPARAISO 2012-2014;EJECUCION;A   ;1.369.493;133.020;0;0;0
Valparaíso;Vialidad;PROYECTOS;30102080-0;CONSERVACION RED VIAL REGION DE VALPARAISO 2012-2014;EJECUCION;N   ;729.461;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30104149-0;MEJORAMIENTO RUTA F-190 SECTOR: VALLE ALEGRE - PUCHUNCAVI, PROVINCIA VALPARAISO;DISEÑO;A   ;244;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30104149-0;MEJORAMIENTO RUTA F-190 SECTOR: VALLE ALEGRE - PUCHUNCAVI, PROVINCIA VALPARAISO;EJECUCION;A   ;52.504;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30104149-0;MEJORAMIENTO RUTA F-190 SECTOR: VALLE ALEGRE - PUCHUNCAVI, PROVINCIA VALPARAISO;EJECUCION;N   ;2;2.428.784;2.824.222;1.000.000;0
Valparaíso;Vialidad;PROYECTOS;30106369-0;MEJORAMIENTO RUTA F-840 LAS DICHAS-MIRASOL COM. CASABLANCA-ALGARROBO;DISEÑO;A   ;142.585;215.235;42.500;0;0
Valparaíso;Vialidad;PROYECTOS;30106385-0;MEJORAMIENTO RUTA F-50 S: LO OROZCO - QUILPUE ETAPA II, COMUNA DE QUILPUE;EJECUCION;A   ;59.681;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30107022-0;REPOSICION RUTA F-62 SECTORES RURALES CALERA -VILLA ALEMANA (ENLACE PEÑABLANCA);DISEÑO;A   ;1.081;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30107026-0;AMPLIACION RUTA F-30-E SECTOR: CRUCE RUTA F-20 - CONCON, PROVINCIA VALPARAISO;DISEÑO;A   ;145.906;101.907;0;0;0
Valparaíso;Vialidad;PROYECTOS;30112248-0;CONSERVACION NUEVA PLAZA PEAJE CRISTO REDENTOR;EJECUCION;A   ;1.142;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30112248-0;CONSERVACION NUEVA PLAZA PEAJE CRISTO REDENTOR;EJECUCION;N   ;1;3.881;0;0;0
Valparaíso;Vialidad;PROYECTOS;30113692-0;CONSERVACION GLOBAL MIXTA RED VIAL REGIÓN VALPARAÍSO AÑO 2012-2016;EJECUCION;A   ;5.442.302;4.626.067;123.836;0;0
Valparaíso;Vialidad;PROYECTOS;30120979-0;CONSERVACION GLOBAL LOS ANDES CRISTO REDENTOR 2012-2014;EJECUCION;A   ;560.576;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30121695-0;REPOSICION RUTA E-46 CRUCE LONGITUDINAL (CATAPILCO) LA LAGUNA II ETAPA;EJECUCION;A   ;6.973.521;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30123718-0;REPOSICION RUTA 60 CH (LA POLVORA) S:CR.RUTA 68-PUERTO(TUNEL1);EJECUCION;N   ;2.679.000;9.828.000;5.778.796;0;0
Valparaíso;Vialidad;PROYECTOS;30123830-0;MEJORAMIENTO RUTA F-50 LO OROZCO-QUILPUÉ ETAPA III, COM. CASABLANCA;EJECUCION;A   ;310.000;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30123830-0;MEJORAMIENTO RUTA F-50 LO OROZCO-QUILPUÉ ETAPA III, COM. CASABLANCA;EJECUCION;N   ;8.002;3.360.000;5.360.000;1.000.000;0
Valparaíso;Vialidad;PROYECTOS;30124001-0;CONSTRUCCION PUENTE TUNQUEN EN RUTA F-818, COMUNA DE ALGARROBO;EJECUCION;A   ;125.000;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30124001-0;CONSTRUCCION PUENTE TUNQUEN EN RUTA F-818, COMUNA DE ALGARROBO;EJECUCION;N   ;500;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30131181-0;AMPLIACION RUTA E-85 S: CR. TOCORNAL-MONASTERIO, COM. SAN FELIPE;EJECUCION;A   ;1.373.943;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30131181-0;AMPLIACION RUTA E-85 S: CR. TOCORNAL-MONASTERIO, COM. SAN FELIPE;EJECUCION;N   ;109.945;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30131237-0;REPOSICION PUENTE 25 DE MAYO EN RUTA E-805;DISEÑO;A   ;86.310;56.330;0;0;0
Valparaíso;Vialidad;PROYECTOS;30131241-0;CONSTRUCCION PROYECTO INTEGRAL DE CICLOVIAS REGION DE VALPARAISO;DISEÑO;A   ;209.562;20.144;0;0;0
Valparaíso;Vialidad;PROYECTOS;30132684-0;REPOSICION PUENTE LO GALLARDO EN RUTA 66, PROV DE SAN ANTONIO;DISEÑO;A   ;500;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30132684-0;REPOSICION PUENTE LO GALLARDO EN RUTA 66, PROV DE SAN ANTONIO;DISEÑO;N   ;50.000;495.001;205.000;0;0
Valparaíso;Vialidad;PROYECTOS;30137246-0;CONSTRUCCION CONEXION VIAL ACCESO NORTE A SAN ANTONIO;DISEÑO;N   ;1;307.951;262.329;0;0
Valparaíso;Vialidad;PROYECTOS;30175122-0;CONSERVACION GLOBAL MIXTA CAMINOS RED VIAL V REGION 2013-2018;EJECUCION;A   ;7.876.137;7.214.233;7.509.273;3.679.268;0
Valparaíso;Vialidad;PROYECTOS;30216272-0;CONSERVACION Y OPERACION DE TUNELES C. REDENTOR Y CARACOLES 2014;EJECUCION;A   ;201;910.000;750.000;504.030;0
Valparaíso;Vialidad;PROYECTOS;30218272-0;AMPLIACION RUTA 62 SECTOR QUILLOTA - CR. RUTA F-390, COM. QUILLOTA;EJECUCION;A   ;51.504;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30219274-0;AMPLIACION RUTA F-210, ACCESO A QUINTERO;DISEÑO;N   ;1;260.201;289.118;0;0
Valparaíso;Vialidad;PROYECTOS;30224026-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA V REGION AÑO 2015;EJECUCION;A   ;500.433;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30224026-0;CONSERVACION RED VIAL ADMINISTRACION DIRECTA V REGION AÑO 2015;EJECUCION;N   ;3.589.886;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30224122-0;CONSERVACION GLOBAL RED VIAL REGION DE VALPARAISO 2015-2017;EJECUCION;N   ;691.295;1.532.442;1.537.640;0;0
Valparaíso;Vialidad;PROYECTOS;30224323-0;CONSERVACION RED VIAL VALPARAISO (2015-2016-2017);EJECUCION;N   ;609.672;1.669.043;0;0;0
Valparaíso;Vialidad;PROYECTOS;30259373-0;CONSERVACION CAMINOS BASICOS REGION DE VALPARAISO 2014-2015;EJECUCION;A   ;541.089;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30259373-0;CONSERVACION CAMINOS BASICOS REGION DE VALPARAISO 2014-2015;EJECUCION;N   ;5.570.517;604.741;0;0;0
Valparaíso;Vialidad;PROYECTOS;30261322-0;CONSERVACION PLAZA DE PEAJE CRISTO REDENTOR 2015-2016;EJECUCION;N   ;51.000;61.000;15.000;0;0
Valparaíso;Vialidad;PROYECTOS;30286723-0;CONSERVACION SEÑALIZACION INFORMATIVA REGION DE VALPARAISO 2015;EJECUCION;A   ;500;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30286723-0;CONSERVACION SEÑALIZACION INFORMATIVA REGION DE VALPARAISO 2015;EJECUCION;N   ;44.297;809.862;0;0;0
Valparaíso;Vialidad;PROYECTOS;30373078-0;CONSERVACION COBERTIZOS RUTA 60-CH CRISTO REDENTOR REG VALPARAISO;EJECUCION;A   ;500;0;0;0;0
Valparaíso;Vialidad;PROYECTOS;30373078-0;CONSERVACION COBERTIZOS RUTA 60-CH CRISTO REDENTOR REG VALPARAISO;EJECUCION;N   ;2;1.180.000;0;0;0
Valparaíso;O. Portuarias;ESTUDIOS BÁSICOS;30130228-0;DIAGNÓSTICO BORDE COSTERO ENTRE QUINTERO- LOS MOLLES;EJECUCION;A   ;55.843;0;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30092404-0;REPARACIONES MUELLE VERGARA VIÑA DEL MAR;EJECUCION;A   ;4.500.000;2.720.742;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30092404-0;REPARACIONES MUELLE VERGARA VIÑA DEL MAR;EJECUCION;N   ;95.256;95.250;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30092941-0;CONSTRUCCION BORDE COSTERO SECTOR JUAN DE SAAVEDRA VALPARAISO;EJECUCION;A   ;500;0;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30092941-0;CONSTRUCCION BORDE COSTERO SECTOR JUAN DE SAAVEDRA VALPARAISO;EJECUCION;N   ;10;1.226.411;3.343.490;0;0
Valparaíso;O. Portuarias;PROYECTOS;30096820-0;CONSERVACIÓN POZAS DE ABRIGO CALETAS PESQUERAS Y MUELLE HANGA PIKO;EJECUCION;N   ;50.000;350.000;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30098003-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE VALPARAÍSO;EJECUCION;A   ;167.547;0;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30098003-0;CONSERVACIÓN OBRAS PORTUARIAS MENORES REGIÓN DE VALPARAÍSO;EJECUCION;N   ;2.418.057;1.914.626;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30099427-0;CONSTRUCCIÓN PASEO COSTERO BAHÍA CUMBERLAND JUAN FERNÁNDEZ;DISEÑO;A   ;16.301;0;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30099427-0;CONSTRUCCIÓN PASEO COSTERO BAHÍA CUMBERLAND JUAN FERNÁNDEZ;EJECUCION;N   ;10;2.871.740;2.128.900;0;0
Valparaíso;O. Portuarias;PROYECTOS;30106515-0;REPOSICIÓN INFRAESTRUCTURA BAHÍA EL PADRE ARCHIPIELAGO JUAN FERNÁNDEZ;DISEÑO;N   ;99.491;189.062;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30106643-0;AMPLIACIÓN INFRAESTRUCTURA BAHÍA CUMBERLAND, JUAN FERNÁNDEZ;DISEÑO;N   ;88.380;134.019;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30130683-0;MEJORAMIENTO BORDE COSTERO PLAYA HANGA ROA EL QUISCO;DISEÑO;N   ;10;79.148;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30130684-0;MEJORAMIENTO BORDE COSTERO EL TABO;DISEÑO;N   ;10;72.621;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30130687-0;MEJORAMIENTO BORDE COSTERO EL ATUN CARTAGENA;DISEÑO;N   ;10;149.990;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30171727-0;MEJORAMIENTO SECTOR HANGA PIKO, ISLA DE PASCUA;DISEÑO;A   ;515;0;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30171727-0;MEJORAMIENTO SECTOR HANGA PIKO, ISLA DE PASCUA;DISEÑO;N   ;200.000;150.000;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30291340-0;MEJORAMIENTO BORDE COSTERO PLAYA LAS AGATAS EL QUISCO;DISEÑO;N   ;10;109.990;0;0;0
Valparaíso;O. Portuarias;PROYECTOS;30364023-0;CONSTRUCCION BORDE COSTERO LAS TORPEDERAS VALPARAISO;EJECUCION;N   ;10;780.300;855.990;0;0
Valparaíso;Aeropuertos;PROYECTOS;30121634-0;CONSERVACIÓN MENOR AEROPUERTO MATAVERI, ISLA DE PASCUA, V REGIÓN;EJECUCION;A   ;139.800;0;0;0;0
Valparaíso;Aeropuertos;PROYECTOS;30121634-0;CONSERVACIÓN MENOR AEROPUERTO MATAVERI, ISLA DE PASCUA, V REGIÓN;EJECUCION;N   ;30.200;0;0;0;0
Valparaíso;Aeropuertos;PROYECTOS;30126058-0;CONSERVACIÓN MENOR AERÓDROMO ROBINSON CRUSOE. V REGIÓN;EJECUCION;A   ;120.000;0;0;0;0
Valparaíso;Aeropuertos;PROYECTOS;30130736-0;NORMALIZACIÓN AERÓDROMO ROBINSON CRUSOE ARCHIPIÉLAGO DE JUAN FERNÁNDEZ;DISEÑO;A   ;200;0;0;0;0
Valparaíso;Aeropuertos;PROYECTOS;30130736-0;NORMALIZACIÓN AERÓDROMO ROBINSON CRUSOE ARCHIPIÉLAGO DE JUAN FERNÁNDEZ;DISEÑO;N   ;29.500;562.760;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000038-0;AMPLIACION, REHABILITACION Y MEJORAMIENTO LITORAL CENTRAL (INSPECCION FISCAL);EJECUCION;A   ;32.487;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000038-0;AMPLIACION, REHABILITACION Y MEJORAMIENTO LITORAL CENTRAL (INSPECCION FISCAL);EJECUCION;N   ;197.760;309.000;206.000;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000059-0;CONSTRUCCION TUNEL EL MELON POR CONCESION;EJECUCION;A   ;58.353;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000059-0;CONSTRUCCION TUNEL EL MELON POR CONCESION;EJECUCION;N   ;409.349;373.675;156.935;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000070-0;CONSTRUCCION CAMINO PUCHUNCAVI NOGALES POR CONCESION;EJECUCION;A   ;60.353;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000070-0;CONSTRUCCION CAMINO PUCHUNCAVI NOGALES POR CONCESION;EJECUCION;N   ;313.229;805.537;739.635;480.843;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000077-0;RUTA 60 LOS ANDES CON-CON;EJECUCION;A   ;755.405;623.769;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000077-0;RUTA 60 LOS ANDES CON-CON;EJECUCION;N   ;184.829;205.537;139.635;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000086-0;PUERTO TERRESTRE LOS ANDES ( INSPECCION FISCAL);EJECUCION;A   ;218.470;179.624;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000123-0;CONCESIÓN LITORAL CENTRAL (INGRESO MÍNIMO GARANTIZADO);EJECUCION;A   ;2.496.000;2.691.053;2.964.081;3.203.933;25.836.985
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000153-0;CAMINO INTERNACIONAL RUTA 60 CH LOS ANDES - CON CON (SISTEMA NUEVAS INVERSIONES);EJECUCION;A   ;1.896.815;49.567;49.567;74.362;55.527
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000231-0;CAMINO INTERNACIONAL RUTA 60 CH LOS ANDES - CON CON (EXPROPIACIONES);EJECUCION;A   ;300.209;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000231-0;CAMINO INTERNACIONAL RUTA 60 CH LOS ANDES - CON CON (EXPROPIACIONES);EJECUCION;N   ;15.941;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000275-0;CONCESIÓN LITORAL CENTRAL (EXPROPIACIONES);EJECUCION;A   ;52.650;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000298-0;#¿NOMBRE?;EJECUCION;A   ;6.241;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000365-0;-- AMPLIACIÓN TÚNEL EL MELÓN, RELICITACIÓN (ESTUDIO);EJECUCION;A   ;297.126;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000449-0;NUEVO COMPLEJO FRONTERIZO LOS LIBERTADORES (EXPROPIACIONES);EJECUCION;A   ;2.150;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000453-0;AMPLIACIÓN AUTOPISTA NOGALES PUCHUNCAVI, RELICITACIÓN (ESTUDIO);EJECUCION;A   ;158.550;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000460-0;#¿NOMBRE?;EJECUCION;A   ;4.000;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000460-0;#¿NOMBRE?;EJECUCION;N   ;300.000;400.000;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000488-0;#¿NOMBRE?;EJECUCION;A   ;1.613;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000491-0;#¿NOMBRE?;EJECUCION;A   ;2.000;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;29000491-0;#¿NOMBRE?;EJECUCION;N   ;513.600;741.500;741.600;711.000;186.000
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;571-0;#¿NOMBRE?;EJECUCION;A   ;2.000;0;0;0;0
Valparaíso;Adm.Sist.Concesiones;PROYECTOS;571-0;#¿NOMBRE?;EJECUCION;N   ;282.000;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30045744-0;AMPLIACION AMPLIACION SERVICIO DE A P R LA AMERICANA COMUNA DE HIJUELAS HIJUELAS;EJECUCION;A   ;331.973;102.899;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30069995-0;REPOSICION DE SERVICIO APR EL ESCORIAL DE PANQUEHUE;EJECUCION;N   ;318.757;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070004-0;AMPLIACION AMPLIACION SERVICIO APR TRONCAL SAN PEDRO, COMUNA QUILLOTA QUILLOTA;EJECUCION;A   ;628.145;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070004-0;AMPLIACION AMPLIACION SERVICIO APR TRONCAL SAN PEDRO, COMUNA QUILLOTA QUILLOTA;EJECUCION;N   ;63.001;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070005-0;AMPLIACION SERVICIO AGUA POTABLE RURAL LA PALMA DE QUILLOTA;EJECUCION;N   ;280.409;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070062-0;AMPLIACION AMPLIACION SERVICIO APR RINCONADA DE GUZMANES COMUNA DE PUTAENDO PUTAENDO;EJECUCION;A   ;736.890;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070062-0;AMPLIACION AMPLIACION SERVICIO APR RINCONADA DE GUZMANES COMUNA DE PUTAENDO PUTAENDO;EJECUCION;N   ;33.173;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070207-0;AMPLIACION AMPLIACION SERVICIO APR QUEBRADA HERRERA COMUNA DE PUTAENDO PUTAENDO;EJECUCION;A   ;494.667;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30070207-0;AMPLIACION AMPLIACION SERVICIO APR QUEBRADA HERRERA COMUNA DE PUTAENDO PUTAENDO;EJECUCION;N   ;29.387;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30106289-0;CONSERVACION OBRAS DE EMERGENCIA POR SEQUÍA AGUA POTABLE RURAL REGIÓN DE VALPARAÍSO;EJECUCION;A   ;93.347;0;0;0;0
Valparaíso;Agua Potable Rural;PROYECTOS;30214423-0;CONSERVACION EMERGENCIA VARIOS SISTEMAS APR PROVINCIA PETORCA;EJECUCION;A   ;492.421;0;0;0;0
Valparaíso;D.G. Aguas;ESTUDIOS BÁSICOS;30125128-0;DIAGNOSTICO PLAN MAESTRO PARA LA GESTION DE RECURSOS HIDRICOS REGION DE  VALPARAISO;EJECUCION;N   ;50.000;153.000;0;0;0
Valparaíso;D.G. Aguas;ESTUDIOS BÁSICOS;30131557-0;ACTUALIZACION INFORMACION DE UBICACIONGEOGRAFICA EN CATASTRO PUBLICO DE AGUAS V REGION V REGION;EJECUCION;N   ;30.900;40.000;40.000;0;0
Metropolitana;Arquitectura;PROYECTOS;30098982-0;NORMALIZACION Y MEJORAMIENTO INTEGRAL EDIFICIO MOP SANTIAGO;DISEÑO;A   ;5.940;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30098982-0;NORMALIZACION Y MEJORAMIENTO INTEGRAL EDIFICIO MOP SANTIAGO;DISEÑO;N   ;10.540;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30099710-0;CONSTRUCCIÓN EDIFICIO SEREMI MOP RM SANTIAGO;PREFACTIBILIDAD;A   ;743;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30099710-0;CONSTRUCCIÓN EDIFICIO SEREMI MOP RM SANTIAGO;PREFACTIBILIDAD;N   ;84.129;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30104300-0;CONSTRUCCION EDIFICIO MONEDA BICENTENARIO;EJECUCION;A   ;542.551;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30107670-0;CONSTRUCCION PARQUE FLUVIAL PADRE RENATO POBLETE, COMUNA QUINTA NORMAL;EJECUCION;A   ;176.500;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30114382-0;RESTAURACION PALACIO PEREIRA Y REPOSICIÓN EDIFICIOS CMN Y DIBAM;EJECUCION;A   ;5.150;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30114382-0;RESTAURACION PALACIO PEREIRA Y REPOSICIÓN EDIFICIOS CMN Y DIBAM;EJECUCION;N   ;3.084.850;1.995.500;5.098.500;5.000.000;0
Metropolitana;Arquitectura;PROYECTOS;30121737-0;CONSTRUCCIÓN EDIFICIO COCHERAS MORANDÉ 83;EJECUCION;A   ;704.052;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30121737-0;CONSTRUCCIÓN EDIFICIO COCHERAS MORANDÉ 83;EJECUCION;N   ;10.000;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30168875-0;RESTAURACION Y PUESTA EN VALOR PALACIO ARISTIA;EJECUCION;A   ;3.000;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30168875-0;RESTAURACION Y PUESTA EN VALOR PALACIO ARISTIA;EJECUCION;N   ;2.137.000;1.740.000;400.000;0;0
Metropolitana;Arquitectura;PROYECTOS;30246372-0;CONSERVACION PALACIO DE LA MONEDA 2015-2017, SANTIAGO;EJECUCION;A   ;1.000;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30246372-0;CONSERVACION PALACIO DE LA MONEDA 2015-2017, SANTIAGO;EJECUCION;N   ;206.000;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30260424-0;HABILITACION EDIFICIO HUNEEUS (BCN CATEDRAL);EJECUCION;A   ;3.000;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30260424-0;HABILITACION EDIFICIO HUNEEUS (BCN CATEDRAL);EJECUCION;N   ;997.000;4.934.000;5.394.000;2.000.000;0
Metropolitana;Arquitectura;PROYECTOS;30310626-0;CONSTRUCCIÓN CENTRO GABRIELA MISTRAL ETAPA 2;EJECUCION;A   ;66.750;0;0;0;0
Metropolitana;Arquitectura;PROYECTOS;30310626-0;CONSTRUCCIÓN CENTRO GABRIELA MISTRAL ETAPA 2;EJECUCION;N   ;2.830.941;0;0;0;0
Metropolitana;Obras Hidráulicas;ESTUDIOS BÁSICOS;30122244-0;ANÁLISIS INFORMACIÓN GEOREFERENCIACIÓN INFR A LLUVIAS SANTIAGO;EJECUCION;A   ;107.532;0;0;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30062037-0;CONSERVACIÓN DE RIBERAS DE CAUCES NATURALES REGIÓN METROPOLITANA;EJECUCION;A   ;1.275.380;0;0;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30074305-0;CONSTRUCCIÓN DE OBRAS FLUVIALES Y MEJORAMIENTO ESTERO COLINA;DISEÑO;N   ;26.325;101.790;22.035;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30097900-0;CONSTRUCCION OBRAS DE RETENCIÓN HONDONADA, QUEBRADA DE MACUL;EJECUCION;A   ;83.539;25.301;0;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30097900-0;CONSTRUCCION OBRAS DE RETENCIÓN HONDONADA, QUEBRADA DE MACUL;EJECUCION;N   ;25.767;3.200.000;2.580.953;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30098732-0;CONSTRUCCIÓN OBRAS DE CANALIZACIÓN ESTERO LAS CRUCES, TRAMOS 3 Y 4, RM;EJECUCION;A   ;8.316.397;0;0;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30105724-0;CONSTRUCCIÓN OBRAS CONTROL ALUVIONAL Y CRECIDAS LIQUIDAS QUEB RAMÓN;DISEÑO;A   ;142.984;0;0;0;0
Metropolitana;Obras Hidráulicas;PROYECTOS;30120044-0;CONSTRUCCIÓN OBRAS DE AGUAS LLUVIAS SECTOR SUR ORIENTE SANTIAGO;FACTIBILIDAD;A   ;215.909;95.304;0;0;0
